About,حول,
Company,شركة,
Delete Demo Data,حذف البيانات التجريبية,
Frappe Support,دعم فرابي الفني,
Invoice Number,رقم الفاتورة,
Keyboard Shortcuts,اختصارات لوحة المفاتيح,
Language,اللغة,
Message,رسالة,
Print Format,تنسيق الطباعة,
Production,الإنتاج,
Select,تحديد,
System Health,حالة النظام,
System Manager,مدير النظام,
Time,زمن,
Title,العنوان,
UUID,المعرف الفريد العالمي (UUID),
