About,درباره,
Company,شرکت,
Delete Demo Data,حذف داده‌های آزمایشی,
Frappe Support,پشتیبانی Frappe,
Invoice Number,شماره فاکتور,
Keyboard Shortcuts,میانبرهای صفحه کلید,
Language,زبان,
Message,پیام,
Print Format,قالب چاپ,
Production,تولید,
Select,انتخاب کردن,
System Health,سلامت سیستم,
System Manager,مدیر سیستم,
Time,زمان,
Title,عنوان,
UUID,UUID,
