About,Om,
Company,Selskap,
Frappe Support,Frappe-støtte,
Keyboard Shortcuts,Tastatursnarveier,
Language,Språk,
Message,Melding,
Print Format,Utskriftsformat,
Select,Velg,
System Health,Systemhelse,
System Manager,Systemansvarlig,
Time,Tidspunkt,
Title,Tittel,
UUID,UUID,
